Column ID,0,200,300,400,500,510,600,610,620,630,700,710,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,Bar (beats),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Freq of C4,Xylophone Stereo
,,,5,0.2,512.00,,20,1,,,0,,,6.00,1.03,1.03,1.03,1.03,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,Chord 1,5,0.2,C5,,0,,20,,,,,,,,C5,512.00,2.0000,1200.00,0.00,       2/1       ,C,1,0,0,#VALUE!,#VALUE!,#VALUE!,2,10,10,1,1,1.0000,2.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,6,0.2,512.00,,20,1,,,0,,,6.00,1.03,1.03,1.03,1.03,1.03,1.00,1.00,1.00,1.00,1.00,1.00,,Chord 2,6,0.2,C5,,0,,20,,,,,,,,C5,512.00,2.0000,1200.00,0.00,       2/1       ,C,1,0,0,#VALUE!,#VALUE!,#VALUE!,2,10,10,1,1,1.0000,2.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,7,0.2,512.00,,20,1,,,0,,,6.00,1.03,1.03,1.03,1.03,1.03,1.03,1.00,1.00,1.00,1.00,1.00,,Chord 3,7,0.2,C5,,0,,20,,,,,,,,C5,512.00,2.0000,1200.00,0.00,       2/1       ,C,1,0,0,#VALUE!,#VALUE!,#VALUE!,2,10,10,1,1,1.0000,2.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,8,0.2,192.00,,20,1,,,0,,,6.00,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.00,1.00,1.00,1.00,,Lead 1,8,0.2,G3,,0,,20,,,,,,,,G3,192.00,0.7500,-498.04,701.96,       3/4       ,G,-1,0,0,#VALUE!,#VALUE!,#VALUE!,3,10,10,1,1,1.5000,0.5000,1.0000,1.0000,1.0000,1.0000,,,
,,,9,0.2,320.00,,20,1,,,0,,,6.00,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.00,1.00,1.00,,Lead 2,9,0.2,E'4,,0,,20,,,,,,,,E'4,320.00,1.2500,386.31,386.31,       5/4       ,E,0,0,1,#VALUE!,#VALUE!,#VALUE!,6,10,10,1,1,1.2656,1.0000,1.0000,0.9877,1.0000,1.0000,,,
,,,10,0.2,256.00,,20,1,,,0,,,6.00,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.00,1.00,,X,10,0.2,C4,,0,,20,,,,,,,,C4,256.00,1.0000,0.00,0.00,       1/1       ,C,0,0,0,#VALUE!,#VALUE!,#VALUE!,2,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,11,0.2,1024.00,,20,1,,,0,,,6.00,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.00,,X,11,0.2,C6,,0,,20,,,,,,,,C6,1024.00,4.0000,2400.00,0.00,       4/1       ,C,2,0,0,#VALUE!,#VALUE!,#VALUE!,2,10,10,1,1,1.0000,4.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,12,0.2,1024.00,,20,1,,,0,,,6.00,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,,Xylophone,12,0.2,C6,,0,,20,,,,,,,,C6,1024.00,4.0000,2400.00,0.00,       4/1       ,C,2,0,0,#VALUE!,#VALUE!,#VALUE!,2,10,10,1,1,1.0000,4.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,,,,,,,,,,,,6.00,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,,,,,,,,,,,,,,,,,,256.00,1.0000,0.00,0.00,       1/1       ,,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,,,,,,,,,,,,6.00,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,,Leading Bar Silence,,,,,,,,,,,,,,,,256.00,1.0000,0.00,0.00,       1/1       ,,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,,,,,,,,,,,,6.00,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,,,,,,,,,,,,,,,,,,256.00,1.0000,0.00,0.00,       1/1       ,,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,2,7.8,,,,1,,,0,,,6.00,2.00,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,,Bass L,2,7.8,X,,,,,,,,,,,,X,256.00,1.0000,0.00,0.00,       1/1       ,X,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,3,7.8,,,,1,,,0,,,6.00,2.00,2.00,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,,Bass M,3,7.8,X,,,,,,,,,,,,X,256.00,1.0000,0.00,0.00,       1/1       ,X,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,4,7.8,,,,1,,,0,,,6.00,2.00,2.00,2.00,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,,Bass H,4,7.8,X,,,,,,,,,,,,X,256.00,1.0000,0.00,0.00,       1/1       ,X,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,5,7.8,,,,1,,,0,,,6.00,2.00,2.00,2.00,2.00,1.03,1.03,1.03,1.03,1.03,1.03,1.03,,Chord 1,5,7.8,X,,,,,,,,,,,,X,256.00,1.0000,0.00,0.00,       1/1       ,X,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,6,7.8,,,,1,,,0,,,6.00,2.00,2.00,2.00,2.00,2.00,1.03,1.03,1.03,1.03,1.03,1.03,,Chord 2,6,7.8,X,,,,,,,,,,,,X,256.00,1.0000,0.00,0.00,       1/1       ,X,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,7,7.8,,,,1,,,0,,,6.00,2.00,2.00,2.00,2.00,2.00,2.00,1.03,1.03,1.03,1.03,1.03,,Chord 3,7,7.8,X,,,,,,,,,,,,X,256.00,1.0000,0.00,0.00,       1/1       ,X,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,8,7.8,,,,1,,,0,,,6.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.03,1.03,1.03,1.03,,Lead 1,8,7.8,X,,,,,,,,,,,,X,256.00,1.0000,0.00,0.00,       1/1       ,X,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,9,7.8,,,,1,,,0,,,6.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.03,1.03,1.03,,Lead 2,9,7.8,X,,,,,,,,,,,,X,256.00,1.0000,0.00,0.00,       1/1       ,X,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,10,7.8,,,,1,,,0,,,6.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.03,1.03,,X,10,7.8,X,,,,,,,,,,,,X,256.00,1.0000,0.00,0.00,       1/1       ,X,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,11,7.8,,,,1,,,0,,,6.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.03,,X,11,7.8,X,,,,,,,,,,,,X,256.00,1.0000,0.00,0.00,       1/1       ,X,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,12,7.8,,,,1,,,0,,,6.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,Xylophone,12,7.8,X,,,,,,,,,,,,X,256.00,1.0000,0.00,0.00,       1/1       ,X,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,,,,,,,,,,,,6.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,,,,,,,,,,,,,,,,,256.00,1.0000,0.00,0.00,       1/1       ,,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,,,,,,,,,,,,6.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,,,,,,,,,,,,,,,,,256.00,1.0000,0.00,0.00,       1/1       ,,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,,,,,,,,,,,,6.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,X,Start the notes here,,,,,,,,,,,,,,,,256.00,1.0000,0.00,0.00,       1/1       ,,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,,,,,,,,,,,,6.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,Bass L is channel 2,,,,,,,,,,,,,,,,256.00,1.0000,0.00,0.00,       1/1       ,,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,,,,,,,,,,,,6.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,Lead 1 is channel 8,,,,,,,,,,,,,,,,256.00,1.0000,0.00,0.00,       1/1       ,,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,,,,,,,,,,,,6.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,"(Can have Bass M and Bass H notes mirroring Bass L notes, but with different timbres / decays)",,,,,,,,,,,,,,,,256.00,1.0000,0.00,0.00,       1/1       ,,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,,,,,,,,,,,,6.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,,,,,,,,,,,,,,,,,256.00,1.0000,0.00,0.00,       1/1       ,,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,,,,,,,,,,,,6.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,,,,,,,,,,,,,,,,,256.00,1.0000,0.00,0.00,       1/1       ,,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,2,2,128.00,,,1,,,0,,,6.00,2.25,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,,2,2,C3,,,,,,,,,2.00,,,C3,128.00,0.5000,-1200.00,0.00,       1/2       ,C,-1,0,0,#VALUE!,#VALUE!,#VALUE!,2,10,10,1,1,1.0000,0.5000,1.0000,1.0000,1.0000,1.0000,,,
,,,2,2,,,,1,,,0,,,6.00,2.50,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,,2,2,X,,,,,,,,,2.00,,,X,256.00,1.0000,0.00,0.00,       1/1       ,X,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,2,2,192.00,,,1,,,0,,,6.00,2.75,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,,2,2,G3,,,,,,,,,,,,G3,192.00,0.7500,-498.04,701.96,       3/4       ,G,-1,0,0,#VALUE!,#VALUE!,#VALUE!,3,10,10,1,1,1.5000,0.5000,1.0000,1.0000,1.0000,1.0000,,,
,,,2,2,,,,1,,,0,,,6.00,3.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,,2,2,X,,,,,,,,,,,,X,256.00,1.0000,0.00,0.00,       1/1       ,X,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,,,,,,,,,,,,6.00,3.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,,,,,,,,,,,,,,,,,256.00,1.0000,0.00,0.00,       1/1       ,,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,8,1,,,,1,,,0,,,6.00,3.00,2.00,2.00,2.00,2.00,2.00,2.13,2.00,2.00,2.00,2.00,,,8,1,X,,,,,,,,,,,,X,256.00,1.0000,0.00,0.00,       1/1       ,X,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,8,1,512.00,,,1,,,0,,,6.00,3.00,2.00,2.00,2.00,2.00,2.00,2.25,2.00,2.00,2.00,2.00,,,8,1,C5,,,,,,,,,48,,,C5,512.00,2.0000,1200.00,0.00,       2/1       ,C,1,0,0,#VALUE!,#VALUE!,#VALUE!,2,10,10,1,1,1.0000,2.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,8,1,480.00,,,1,,,0,,,6.00,3.00,2.00,2.00,2.00,2.00,2.00,2.38,2.00,2.00,2.00,2.00,,,8,1,B'4,,,,,,,,,45,,,B'4,480.00,1.8750,1088.27,1088.27,      15/8       ,B,0,0,1,#VALUE!,#VALUE!,#VALUE!,7,10,10,1,1,1.8984,1.0000,1.0000,0.9877,1.0000,1.0000,,,
,,,8,1,426.67,,,1,,,0,,,6.00,3.00,2.00,2.00,2.00,2.00,2.00,2.50,2.00,2.00,2.00,2.00,,,8,1,A'4,,,,,,,,,40,,,A'4,426.67,1.6667,884.36,884.36,       5/3       ,A,0,0,1,#VALUE!,#VALUE!,#VALUE!,5,10,10,1,1,1.6875,1.0000,1.0000,0.9877,1.0000,1.0000,,,
,,,8,0.5,384.00,,,1,,,0,,,6.00,3.00,2.00,2.00,2.00,2.00,2.00,2.56,2.00,2.00,2.00,2.00,,,8,0.5,G4,,,,,,,,,36,,,G4,384.00,1.5000,701.96,701.96,       3/2       ,G,0,0,0,#VALUE!,#VALUE!,#VALUE!,3,10,10,1,1,1.5000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,8,0.5,341.33,,,1,,,0,,,6.00,3.00,2.00,2.00,2.00,2.00,2.00,2.63,2.00,2.00,2.00,2.00,,,8,0.5,F4,,,,,,,,,32,,,F4,341.33,1.3333,498.04,498.04,       4/3       ,F,0,0,0,#VALUE!,#VALUE!,#VALUE!,1,10,10,1,1,1.3333,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,8,1,320.00,,,1,,,0,,,6.00,3.00,2.00,2.00,2.00,2.00,2.00,2.75,2.00,2.00,2.00,2.00,,,8,1,E'4,,,,,,,,,30,,,E'4,320.00,1.2500,386.31,386.31,       5/4       ,E,0,0,1,#VALUE!,#VALUE!,#VALUE!,6,10,10,1,1,1.2656,1.0000,1.0000,0.9877,1.0000,1.0000,,,
,,,8,1,288.00,,,1,,,0,,,6.00,3.00,2.00,2.00,2.00,2.00,2.00,2.88,2.00,2.00,2.00,2.00,,,8,1,D4,,,,,,,,,27,,,D4,288.00,1.1250,203.91,203.91,       9/8       ,D,0,0,0,#VALUE!,#VALUE!,#VALUE!,4,10,10,1,1,1.1250,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,8,1,256.00,,,1,,,0,,,6.00,3.00,2.00,2.00,2.00,2.00,2.00,3.00,2.00,2.00,2.00,2.00,,,8,1,C4,,,,,,,,,24,,,C4,256.00,1.0000,0.00,0.00,       1/1       ,C,0,0,0,#VALUE!,#VALUE!,#VALUE!,2,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,,,,,,,,,,,,6.00,3.00,2.00,2.00,2.00,2.00,2.00,3.00,2.00,2.00,2.00,2.00,,,,,,,,,,,,,,,,,,256.00,1.0000,0.00,0.00,       1/1       ,,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,,,,,,,,,,,,6.00,3.00,2.00,2.00,2.00,2.00,2.00,3.00,2.00,2.00,2.00,2.00,,,,,,,,,,,,,,,,,,256.00,1.0000,0.00,0.00,       1/1       ,,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,,,,,,,,,,,,6.00,3.00,2.00,2.00,2.00,2.00,2.00,3.00,2.00,2.00,2.00,2.00,,,,,,,,,,,,,,,,,,256.00,1.0000,0.00,0.00,       1/1       ,,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,,,,,,,,,,,,6.00,3.00,2.00,2.00,2.00,2.00,2.00,3.00,2.00,2.00,2.00,2.00,,,,,,,,,,,,,,,,,,256.00,1.0000,0.00,0.00,       1/1       ,,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,,,,,,,,,,,,6.00,3.00,2.00,2.00,2.00,2.00,2.00,3.00,2.00,2.00,2.00,2.00,,,,,,,,,,,,,,,,,,256.00,1.0000,0.00,0.00,       1/1       ,,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,,,,,,,,,,,,6.00,3.00,2.00,2.00,2.00,2.00,2.00,3.00,2.00,2.00,2.00,2.00,,,,,,,,,,,,,,,,,,256.00,1.0000,0.00,0.00,       1/1       ,,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,,,,,,,,,,,,6.00,3.00,2.00,2.00,2.00,2.00,2.00,3.00,2.00,2.00,2.00,2.00,,,,,,,,,,,,,,,,,,256.00,1.0000,0.00,0.00,       1/1       ,,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,,,,,,,,,,,,6.00,3.00,2.00,2.00,2.00,2.00,2.00,3.00,2.00,2.00,2.00,2.00,,,,,,,,,,,,,,,,,,256.00,1.0000,0.00,0.00,       1/1       ,,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,,,,,,,,,,,,6.00,3.00,2.00,2.00,2.00,2.00,2.00,3.00,2.00,2.00,2.00,2.00,,,,,,,,,,,,,,,,,,256.00,1.0000,0.00,0.00,       1/1       ,,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,,,,,,,,,,,,6.00,3.00,2.00,2.00,2.00,2.00,2.00,3.00,2.00,2.00,2.00,2.00,,,,,,,,,,,,,,,,,,256.00,1.0000,0.00,0.00,       1/1       ,,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,,,,,,,,,,,,6.00,3.00,2.00,2.00,2.00,2.00,2.00,3.00,2.00,2.00,2.00,2.00,,,,,,,,,,,,,,,,,,256.00,1.0000,0.00,0.00,       1/1       ,,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,,,,,,,,,,,,6.00,3.00,2.00,2.00,2.00,2.00,2.00,3.00,2.00,2.00,2.00,2.00,,,,,,,,,,,,,,,,,,256.00,1.0000,0.00,0.00,       1/1       ,,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,,,,,,,,,,,,6.00,3.00,2.00,2.00,2.00,2.00,2.00,3.00,2.00,2.00,2.00,2.00,,,,,,,,,,,,,,,,,,256.00,1.0000,0.00,0.00,       1/1       ,,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,,,,,,,,,,,,6.00,3.00,2.00,2.00,2.00,2.00,2.00,3.00,2.00,2.00,2.00,2.00,,,,,,,,,,,,,,,,,,256.00,1.0000,0.00,0.00,       1/1       ,,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,,,,,,,,,,,,6.00,3.00,2.00,2.00,2.00,2.00,2.00,3.00,2.00,2.00,2.00,2.00,,,,,,,,,,,,,,,,,,256.00,1.0000,0.00,0.00,       1/1       ,,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,,,,,,,,,,,,6.00,3.00,2.00,2.00,2.00,2.00,2.00,3.00,2.00,2.00,2.00,2.00,,,,,,,,,,,,,,,,,,256.00,1.0000,0.00,0.00,       1/1       ,,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,2,2,128.00,,,1,,,0,,,6.00,3.25,2.00,2.00,2.00,2.00,2.00,3.00,2.00,2.00,2.00,2.00,,,2,2,C3,,,,,,,,,3.00,,,C3,128.00,0.5000,-1200.00,0.00,       1/2       ,C,-1,0,0,#VALUE!,#VALUE!,#VALUE!,2,10,10,1,1,1.0000,0.5000,1.0000,1.0000,1.0000,1.0000,,,
,,,2,2,,,,1,,,0,,,6.00,3.50,2.00,2.00,2.00,2.00,2.00,3.00,2.00,2.00,2.00,2.00,,,2,2,X,,,,,,,,,3.00,,,X,256.00,1.0000,0.00,0.00,       1/1       ,X,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,2,2,192.00,,,1,,,0,,,6.00,3.75,2.00,2.00,2.00,2.00,2.00,3.00,2.00,2.00,2.00,2.00,,,2,2,G3,,,,,,,,,,,,G3,192.00,0.7500,-498.04,701.96,       3/4       ,G,-1,0,0,#VALUE!,#VALUE!,#VALUE!,3,10,10,1,1,1.5000,0.5000,1.0000,1.0000,1.0000,1.0000,,,
,,,2,2,,,,1,,,0,,,6.00,4.00,2.00,2.00,2.00,2.00,2.00,3.00,2.00,2.00,2.00,2.00,,,2,2,X,,,,,,,,,,,,X,256.00,1.0000,0.00,0.00,       1/1       ,X,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,,,,,,,,,,,,6.00,4.00,2.00,2.00,2.00,2.00,2.00,3.00,2.00,2.00,2.00,2.00,,,,,,,,,,,,,,,,,,256.00,1.0000,0.00,0.00,       1/1       ,,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,8,1,,,,1,,,0,,,6.00,4.00,2.00,2.00,2.00,2.00,2.00,3.13,2.00,2.00,2.00,2.00,,,8,1,X,,,,,,,,,,,,X,256.00,1.0000,0.00,0.00,       1/1       ,X,#VALUE!,0,0,#VALUE!,#VALUE!,#VALUE!,#N/A,10,10,1,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,8,1,512.00,,,1,,,0,,,6.00,4.00,2.00,2.00,2.00,2.00,2.00,3.25,2.00,2.00,2.00,2.00,,,8,1,C5,,,,,,,,,48,,,C5,512.00,2.0000,1200.00,0.00,       2/1       ,C,1,0,0,#VALUE!,#VALUE!,#VALUE!,2,10,10,1,1,1.0000,2.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,8,1,480.00,,,1,,,0,,,6.00,4.00,2.00,2.00,2.00,2.00,2.00,3.38,2.00,2.00,2.00,2.00,,,8,1,B'4,,,,,,,,,45,,,B'4,480.00,1.8750,1088.27,1088.27,      15/8       ,B,0,0,1,#VALUE!,#VALUE!,#VALUE!,7,10,10,1,1,1.8984,1.0000,1.0000,0.9877,1.0000,1.0000,,,
,,,8,1,426.67,,,1,,,0,,,6.00,4.00,2.00,2.00,2.00,2.00,2.00,3.50,2.00,2.00,2.00,2.00,,,8,1,A'4,,,,,,,,,40,,,A'4,426.67,1.6667,884.36,884.36,       5/3       ,A,0,0,1,#VALUE!,#VALUE!,#VALUE!,5,10,10,1,1,1.6875,1.0000,1.0000,0.9877,1.0000,1.0000,,,
,,,8,0.5,384.00,,,1,,,0,,,6.00,4.00,2.00,2.00,2.00,2.00,2.00,3.56,2.00,2.00,2.00,2.00,,,8,0.5,G4,,,,,,,,,36,,,G4,384.00,1.5000,701.96,701.96,       3/2       ,G,0,0,0,#VALUE!,#VALUE!,#VALUE!,3,10,10,1,1,1.5000,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,8,0.5,341.33,,,1,,,0,,,6.00,4.00,2.00,2.00,2.00,2.00,2.00,3.63,2.00,2.00,2.00,2.00,,,8,0.5,F4,,,,,,,,,32,,,F4,341.33,1.3333,498.04,498.04,       4/3       ,F,0,0,0,#VALUE!,#VALUE!,#VALUE!,1,10,10,1,1,1.3333,1.0000,1.0000,1.0000,1.0000,1.0000,,,
,,,8,1,320.00,,,1,,,0,,,6.00,4.00,2.00,2.00,2.00,2.00,2.00,3.75,2.00,2.00,2.00,2.00,,,8,1,E'4,,,,,,,,,30,,,E'4,320.00,1.2500,386.31,386.31,       5/4       ,E,0,0,1,#VALUE!,#VALUE!,#VALUE!,6,10,10,1,1,1.2656,1.0000,1.0000,0.9877,1.0000,1.0000,,,
